PRO
BHF
SIRI
WSM
BYI
UNTD
MKTX
BAH
ALK
CONN
OTTR
MED
WTSL
HNI
ARWR
MCY
FANG
PGI
FLXS
FSGI
POWL
AFG
MSFT
TGNA
PQ
USB
GLW
URI
KORS
CRMT
BNCN
DVR
LTS
NCLH
C
GMT
MSI
DLLR
SNCR
CAM
CSE
HPP
TRGT
IILG
BPI
IDRA
NMFC
CRM
CBI
MAS
FIO
FPO
BRKR
CHSP
CUTR
WPP
ADBE
NNA
HAR
BRDR
IQV
MATX
ICUI
CGI
PEG
HE
RATE
UTMD
CCF
OSIR
ACCO
CCRN
AGEN
CAT
CBB
ESRT
NLS
CNVR
LUK
ATNM
CCO
AVB
Q
RST
PDFS
CSL
TECH
MWW
TWOU
BRS
AWAY
PAHC
VTL
SPF
NYT
QEP
GME
PICO
CVS
PCYO
RH
LBY
HDNG
VMEM
FSP
CCI
AKAO
HBHC
BMRN
BCO
LLY
ESI
PDCE
LEAF
KHC
TNAV
NRG
ZUMZ
CBM
HUB_B
CPSI
NLY
PGNX
PFIS
SPW
SWHC
PFMT
XLRN
TFSL
BWINB
HSNI
JBL
MRK
CWH
JIVE
ROIC
KMX
ODC
ABC
RAD
FLIR
ACHN
EXPR
AOL
CCC
JACK
GHM
AMZG
UNS
NCR
RVBD
NEU
BTU
RIGL
PLT
RDI
MFRM
NATR
GABC
MKSI
BGCP
LADR
SYK
FINL
VCRA
NSC
SWN
WTR
WTBA
FOR
CAMP
STFC
CSBK
RCII
ACGL
EPZM
USCR
BTH
FIZZ
ARE
CNBKA
EWBC
KYTH
BMRC
DX
CPB
STNG
CTRE
ITT
SKYW
PPHM
UCTT
ADSK
CCBG
JW_A
TWI
IIVI
RMBS
BF_B
SBH
T
MNK
COG
VRA
AON
AMP
VR
PSTB
GNMK
TILE
B
BPTH
GNTX
WBS
MSL
GOV
MCS
MUSA
SPSC
WIBC
MCRI
AAOI
ITRI
CTCT
ENSG
TCB
LIOX
TW
FRX
SUPN
XNCR
PEB
LOV
ENTG
PKY
NBTB
CLH
SEB
BWLD
GFIG
SFY
JNS
WEX
CVLT
EVRY
CHFC
SCM
SE
DXLG
LXFT
SMRT
RLJ
ENTR
CSCO
FTR
LRCX
REXI
INO
GDOT
MPAA
KS
RPTP
WGL
GIII
IRC
RCPT
TRIP
COKE
EVER
DRI
STBA
USG
AMRC
EXL
SBSI
ANIK
CMC
EW
TXT
RF
ELNK
GCAP
DLB
AVX
SPG
BEAV
BEE
UFPI
DHT
NGPC
ACN
CVI
SEAC
CNK
CTL
OPEN
RM
CATM
BEN
TRV
CTB
GRIF
HTWR
MTGE
COH
AEGR
RPT
CFFN
AERI
CCXI
LM
MHR
LMNR
PLUG
APP
BUSE
SYNT
INDB
CQB
CA
SLB
MDP
BBNK
EV
AVP
O
RAX
FITB
NES
SRCL
VAL
CWCO
ODFL
RMAX
CALD
NC
SP
PCTI
EGAN
GLRI
SMP
TCRD
COCO
CPHD
BAX
EGN
FLT
LXK
USNA
HWKN
RSYS
AXAS
CBR
HBNC
HMSY
MENT
ALTR
ESSA
AHC
CTO
HOS
OAS
THLD
PLD
BHB
ED
CIX
CSGS
PNX
INVN
IPAR
AAP
VRSK
SEAS
HII
IOSP
NWN
TRI
WSBF
WWWW
ONVO
ALDR
DRC
CAC
TRLA
ENDP
UA_C
MGRC
HZNP
FIVE
SHOR
VRNG
STZ
GFN
TASR
CTWS
CATO
ODP
BCOV
MSFG
NSTG
QRVO
PTCT
CPWR
AEE
MCC
ANTM
PCH
SIGA
TSRO
CME
ECOM
CHTR
FRF
SGMS
SCL
FSTR
BNNY
PERI
BONT
BOH
EDR
INGR
RUTH
CFR
IDXX
ACI
STR
DLPH
CYTR
QGEN
WAFD
QTS
ERIE
RHT
AOSL
MDLZ
FLR
WSFS
GST
NHC
RENT
STI
WINA
AGCO
CTBI
RGLS
UEC
VC
DXYN
LXRX
SLGN
DMD
KRNY
AAL
NWL
ENT
SNHY
ORN
TWC
SPLS
USMD
GNW
TJX
AMC
LXP
SPWR
SIVB
ATW
IEX
SCVL
RT
JNPR
COL
FLS
CHD
CAKE
CUBE
USLM
OSTK
BAS
MMI
HIG
CECE
ISIS
PEI
INTU
ISLE
IPCM
PLCM
POWI
TGI
GNRC
WY
CIT
HALO
OFG
NADL
ECYT
BELFB
ESIO
EIGI
DG
UPIP
DIS
ACET
AMNB
PNRA
III
Z
ATEN
ININ
KAMN
AIRM
PAYC
UCBI
DSPG
CBU
MANH
HOFT
MBUU
MS
ROG
GNCMA
BBX
VNDA
HF
AME
REXR
GFF
STRL
STE
WRLD
WPX
FNGN
FVE
DRNA
APH
ACOR
BRK_B
FCF
FMBI
BWA
ACCL
ANDV
GAIA
MOD
CRWN
CPN
SENEA
ASH
PCCC
DATA
TOL
COLB
HUM
FNFG
DCO
PFPT
DECK
REXX
SLCA
CRS
PTP
TRN
PYPL
EPAM
RGLD
HMHC
MKTO
VIAS
MTRX
IPI
FIX
MDVN
NYCB
DGI
NEO
MRTN
INN
UNH
SAM
KMG
SATS
KRA
LNDC
ENZ
WNR
CTG
PFG
UHS
EBS
PROV
PE
TSLA
CVCO
SHLO
MJN
SCHW
CUR
WEYS
DF
URBN
OLN
OMCL
CRRC
LKFN
BRKL
PCL
CVGW
NR
LLNW
AHH
AIT
RCKB
AGII
KND
LPLA
ANGI
REN
HBI
FB
LLEN
ATNY
BGS
BHGE
CMCSK
DRE
P
IDIX
KEX
SCOR
INT
ROCK
SPAR
TWMC
ELX
DXPE
PL
RGS
TAP
AXL
NVDA
SBY
WOR
TGTX
HIFS
MCO
PATR
PCAR
TWGP
FRP
FSL
MFA
CPF
CEVA
WEN
CPE
FET
ROP
LVNTA
CNMD
VNCE
MSA
BP
WMT
XRM
GARS
JRN
GDP
SEM
BC
VZ
NXTM
AZPN
MGLN
GRUB
FAF
CVD
GCI
MDSO
FHCO
AMCX
YDKN
DGAS
STLD
AGM
LKQ
DCI
HLT
AREX
ATI
HURC
SNX
CAVM
FBC
VMW
LOCK
EFSC
HSIC
MRVL
RPRX
BCR
CDE
EMN
JMBA
MDT
RL
SGK
FISI
FNHC
CYNI
HCA
SRI
IRET
FRAN
PGR
APA
HTS
OKE
ONTY
SXC
TNET
YELP
BGG
HES
NAVG
PAY
NVR
ZEP
MWV
UIHC
NWY
K
PSIX
DWDP
DRII
RSH
GALT
QNST
XON
ALR
STRZA
KBH
LSCC
JGW
PHMD
BEAM
ASPS
CLUB
BIIB
DEST
HAIN
WRI
CLGX
HI
NDAQ
INGN
UCFC
TREX
UNIS
VPFG
AXS
DYAX
RVLT
HWCC
CVO
CFI
ENVE
GSOL
CNP
MNTX
WWE
GTN
SWM
HME
WR
CORT
SMA
POM
UVSP
DISCA
MNRO
BIO
IVAC
PLPM
VVI
DVAX
ALL
TUP
SQBK
IR
FFIN
PSX
FBNK
FULT
BRCM
TBBK
LOPE
CEB
ANV
CLCT
MINI
SNSS
DW
HIW
ELS
HSC
INFA
MW
MPX
WU
IRM
HEOP
FWRD
TDS
CPGX
BWS
SCTY
EBAY
MPC
AMKR
TRNX
IHC
TWTR
ANIP
HTCH
NSP
GGP
LYTS
CLMS
SYKE
NBCB
MSCI
CHKP
ASGN
PDLI
PWR
NWHM
ARI
JPM
MMC
OMER
RRD
WTW
XPO
MRIN
AMCC
HWAY
CSCD
USM
PRIM
PETM
GMED
FDS
WMK
KIRK
CCE
SFLY
BCPC
SGM
ACAD
HFWA
MAC
DRQ
VFC
PRFT
TXMD
CSX
PNR
RFMD
MSCC
FMER
SWKS
AHL
FFNW
OGE
HGR
ECPG
CMTL
CIDM
VHC
ADM
PNC
MCRL
KBR
OEH
RDN
ORB
UTEK
GLT
HRB
INTC
PES
GVA
NOG
CATY
FTI
GM
SCHL
GBNK
OLP
BBG
TK
WLT
CNOB
CVBF
DENN
SPN
USPH
TDW
SALT
VRSN
LOW
DWA
CRCM
ADES
ARG
JJSF
DDR
CNS
NTRI
SWAY
CVEO
HTLD
PENX
ACRE
WIRE
KEY
MAIN
ATRC
HITT
NGS
NJR
RHI
MNI
ARAY
DWSN
ESGR
PBH
EE
CPT
MUR
NATI
IQNT
RLGY
IMI
MDU
MSM
RP
SRE
UTI
SCS
OSUR
RRGB
SON
ARIA
UAA
NCS
TNK
CLD
PRGX
PRI
CETV
RSO
CODE
STRT
AEC
DELL
EPR
CASS
DISCK
SJW
GMO
MKL
NEON
BANC
CFG
NOR
PFBC
TRMK
CSII
BDSI
AIV
WRK
CHRW
NANO
ZIXI
AZZ
HNH
RFP
AVT
OZRK
WDR
CVC
GAS
MWIV
SPDC
TSS
DRL
MPW
MIL
ICEL
FEIC
PVA
SSS
TSYS
CBSH
SQNM
BEAT
TTMI
PPBI
IG
DNR
ONNN
VOCS
TYL
CRIS
XRAY
ADTN
RGEN
UGI
IM
IDT
PKE
FNSR
ESE
AEO
BFS
MAA
OWW
WLB
SGMO
MCHX
CTXS
DMRC
WHG
KO
NICK
GILD
POWR
FRSH
VRNS
MLNK
QLYS
TXRH
WCN
DFRG
ES
PWOD
SREV
ITG
CSC
H
CERN
EQT
ACRX
EVHC
MSTR
ORLY
TWX
ZION
FORM
EXAS
PGC
LVS
SIR
SLG
TRST
ANSS
FCBC
CBG
SSNC
KPTI
EBTC
BCOR
PMC
RDNT
VPRT
MCP
HILL
ESL
PCRX
CRVL
TRAK
ISBC
AGNC
CYT
COUP
HSP
JKHY
PLPC
SNTA
RMD
QCOM
MCGC
CACQ
KMT
ATR
RPM
CSGP
APOL
WETF
WMB
UHT
TWER
CMP
BBW
XEL
IRWD
FBP
JONE
GNC
PJC
SLH
DOC
BRC
PG
CENTA
SUSQ
XL
DFZ
OPB
NBR
PRA
PSEC
BRCD
ABG
ACM
GRT
VIVO
INFI
CXO
ORA
CNA
FRT
WM
TMHC
MEG
ALIM
DMND
ACC
DAVE
AMBR
HTBI
BAGR
BLOX
HAE
BOOM
HW
MPO
BKU
BXS
NILE
KELYA
TSRE
MLM
BHI
YORW
RUSHA
SNH
WFM
ALNY
HALL
BXLT
EPM
KALU
ZOES
ACTG
USMO
PDM
DCOM
KNX
MBI
WDC
CARA
BYD
REX
AEGN
FOXA
TSRA
DOX
ILMN
MMS
OSK
PRKR
BPZ
IBKR
SPB
LEN
LSTR
MTW
FRO
CHTP
FBRC
SIG
GTY
BRSS
IART
CTRN
BLT
OC
MDC
HT
TNGO
DST
DTLK
LABL
BSX
HMN
CSFL
GLAD
TKR
SHLM
SIMG
CKH
PRXL
ROVI
FF
SWI
ABT
NUTR
ATVI
CIA
SMG
ASNA
ADNC
ICPT
VTG
FARM
PMFG
BERY
RECN
UBNT
UPL
GPX
EGL
EXAM
URG
DEI
AAON
MYRG
BRK_A
ALJ
FIS
RCL
GRC
MCK
CPK
WCIC
MLR
SCSC
NUS
OMN
PNM
NTCT
WD
SBGI
TR
LBAI
AI
NMBL
AMRS
BURL
HSH
FLTX
FN
UMPQ
DHI
CAB
EMCI
KW
WSR
MOG_A
SYMC
CVG
CPA
WIX
Y
AMBC
MMSI
KCLI
MCD
ROC
TROW
CHE
DDD
ACHC
LPSN
GPI
LCNB
TCS
GEVA
BSFT
TUMI
COO
DOOR
DLTR
NOV
ATMI
PBY
QCOR
AGIO
XNPT
ANDE
IBOC
HELI
PACR
GLDD
KERX
AES
BBRG
REV
ALG
DNKN
UIL
BLKB
ULTR
KOG
ALGN
ATO
CUZ
TIBX
WYN
ATRS
XOXO
HEI
TEAR
UEIC
RCAP
KODK
NCFT
NTK
TOWN
RAIL
TECUA
WIN
NAV
TG
DXM
WBMD
M
IRDM
QSII
NSIT
STCK
GRA
IBKC
MKC
IVC
FBIZ
EVTC
EL
WSTL
EXLS
TRXC
AEIS
INFO
SVVC
CFN
PGEM
NP
EDMC
SNBC
PRK
DO
LNG
DNDN
VECO
ARR
CSWC
IACI
RHP
CBS
MM
RKUS
MDW
GCA
ATRO
BHE
VSEC
CMG
FFBH
CNQR
VRTU
RUBI
SHOO
GTLS
NGHC
GNE
HK
CL
COB
ZMH
DORM
VTSS
HOG
CWT
L
AMRE
FOLD
SAH
PPL
OHRP
WCC
HNRG
ONB
COP
NYNY
MPWR
TEL
IPHS
AVAV
NFX
AIZ
FMC
MEI
EFII
RNDY
SWY
UBSI
FXEN
RES
CZNC
NKE
GTI
AAPL
HRG
SBUX
NUE
TRIV
FTK
TXN
CIFC
REIS
MHK
GALE
MET
FDO
NLSN
OPWR
AVNW
LGIH
GEF
SPRT
FRNK
IRBT
APEI
CDI
REMY
TFM
VICR
JBSS
INTL
HLIT
MXIM
CLNE
SZYM
UTL
TBNK
FNLC
CMI
KOP
WAB
CVA
VVUS
EA
EAT
NOW
AVD
CHFN
SEMG
HNT
KLAC
KOS
UNP
RTRX
IPHI
PHIIK
ARCB
RSE
CIR
SIX
LNN
BECN
HPT
HCOM
MRO
SSP
GK
ESPR
FFKT
VITC
FDML
PSUN
LPX
TCAP
ZLTQ
ESBF
PKOH
PCP
CYN
SHLD
SN
AAT
PPG
STAR
GWRE
PBI
UAL
HLX
TLMR
HTA
BKYF
TFX
RLI
EMC
THRX
ARNC
HON
DWRE
AHP
INAP
RAS
RGDO
ATML
PB
NUAN
FLO
GLPW
SUPX
PRLB
HHC
WOOF
OMED
OREX
AHT
ARCW
USAK
IMPV
RRTS
EBSB
IFT
HUBG
ULTA
CENX
MDR
WYNN
ALX
CCNE
MDRX
CERS
BBT
NAVB
JLL
LLL
ESCA
GLF
LZB
ABFS
CJES
IVZ
NNI
CECO
BBOX
ISIL
WST
DLR
BRO
SFXE
DPS
DVA
MGNX
NAVI
BRKS
THO
HOT
CSOD
TBPH
MLHR
SGA
WTFC
CLNY
CEMP
ROK
CSH
NWE
EVR
PNW
TRC
WSTC
ZGNX
EOG
AKAM
FST
XONE
TRUE
RALY
ISSI
LUV
TRMR
GE
AVHI
RNR
GY
SKUL
MODN
CTIC
FARO
BLX
CBEY
UTHR
IMKTA
LDOS
PKT
HELE
OMG
GHL
BFAM
MTSC
SYUT
ZIOP
KOPN
PSMT
MANT
NX
TNC
FNF
PRSC
VVTV
CREE
CNDO
BH
KRO
NMRX
CBPX
ARX
EOPN
SUI
LAD
CUNB
PFSI
INFN
HAYN
DV
THFF
AET
FCSC
BBY
DCT
UNF
JCP
AAWW
EQU
ACLS
IRG
SHEN
ADP
TTWO
PFS
LMIA
RPXC
SYBT
DK
SBCF
LNKD
SGI
UMBF
CDR
ADVS
QADA
BDBD
KWK
THG
ARO
URS
ORBC
HR
FDX
DIOD
WRES
CMA
HBCP
CUDA
GOLD
MAT
TMK
LHCG
SBRA
ELLI
RGR
AMAT
ENS
FOXF
INSY
BSET
NSPH
DAN
OPY
ULTI
PSA
